Handle,Title,Vendor,Product Category,Type,Tags,Description,Features,Specifications,Material,Color,Length,Width,Height,Variant SKU,Variant Price,Image Src,Variant Image,All URLs,SEO Title,SEO Description
artiss-ergonomic-office-chair-footrest,Artiss Ergonomic Office Chair Footrest,Artiss,Furniture > Office Furniture > Office Chairs,Chairs,"Brand_Artiss, Color_Black, Color_Grey, Price Range_$101-$200, Type_Ergonomic Chairs, Type_Mesh Chairs",,Ergonomic high-back design | Angle &amp; height adjustable headrest | Separated lumbar support | 3D multi-function PP armrests | 60 degree left &amp; right rotation | 7 cm in 6 gears up &amp; down adjustment | 6 cm forward &amp; backward adjustment | Retractable footrest | 10cm height adjustment | Tilt tension | 360 degrees rotatable | Brand: Artiss | Seat material: Mesh | Base material: Chrome | Maximum weight capacity: 135kg | Recline adjustment: 90 to 135 degrees | Swivel: Yes | Adjustable seat height: Yes | Castors included: Yes,Brand: Artiss | Seat material: Mesh | Base material: Chrome | Maximum weight capacity: 135kg | Recline adjustment: 90 to 135 degrees | Swivel: Yes | Adjustable seat height: Yes | Castors included: Yes,Fabric | Chrome,Grey,,,10,OCHAIR-H-FZ28-GY,180.00,https://cdn.shopify.com/s/files/1/0255/8191/2144/files/OCHAIR-H-FZ28-GY-150725-00_59ea4dec-beaf-40e4-983e-c274b1875773.jpg?v=1756961341,https://cdn.shopify.com/s/files/1/0255/8191/2144/files/OCHAIR-H-FZ28-GY-150725-00_59ea4dec-beaf-40e4-983e-c274b1875773.jpg?v=1756961341,https://cdn.shopify.com/s/files/1/0255/8191/2144/files/OCHAIR-H-FZ28-GY-150725-00_59ea4dec-beaf-40e4-983e-c274b1875773.jpg?v=1756961341 | https://cdn.shopify.com/s/files/1/0255/8191/2144/files/OCHAIR-H-FZ28-GY-150725-00_59ea4dec-beaf-40e4-983e-c274b1875773.jpg?v=1756961341,Artiss ergonomic office chair with footrest at EasyMart,"Stay comfortable all day with the Artiss ergonomic office chair. Enjoy mesh airflow, adjustable headrest, lumbar support, and retractable footrest."
artiss-executive-office-chair-leather-footrest,Artiss Executive Office Chair Leather Footrest,Artiss,Furniture > Office Furniture > Office Chairs,Chairs,"Brand_Artiss, Color_Black, Color_Grey, Color_White, Price Range_$101-$200, Type_Executive Chairs, Type_Gaming Chairs",,"Contoured high-back design | Premium PU and PVC upholstery | Dual padded seat and back | Padded armrest | 10cm height adjustment | 360 degree rotating seat | Retractable footrest | Five dual-wheel castors | Brand: Artiss | Seat material: PU leather, PVC, polyester and foam | Base material: Chrome | Maximum weight capacity: 120kg | Overall dimensions: 67cm x 67cm x 126cm (WxDxH) | Recline adjustment: 90 to 135 degrees | Swivel: Yes | Adjustable seat height: Yes | Castors included: Yes","Brand: Artiss | Seat material: PU leather, PVC, polyester and foam | Base material: Chrome | Maximum weight capacity: 120kg | Overall dimensions: 67cm x 67cm x 126cm (WxDxH) | Recline adjustment: 90 to 135 degrees | Swivel: Yes | Adjustable seat height: Yes | Castors included: Yes",Pu Leather | Polyester | Leather | Chrome | Foam,Espresso,67,67,126,OCHAIR-G-1051-FT-BR,150.00,https://cdn.shopify.com/s/files/1/0255/8191/2144/files/OCHAIR-G-1051-FT-BR-149246-00_4ae45e8a-931d-40ad-82ec-08c2c9d274e1.jpg?v=1756961343,https://cdn.shopify.com/s/files/1/0255/8191/2144/files/OCHAIR-G-1051-FT-BR-149246-00_4ae45e8a-931d-40ad-82ec-08c2c9d274e1.jpg?v=1756961343,https://cdn.shopify.com/s/files/1/0255/8191/2144/files/OCHAIR-G-1051-FT-BR-149246-00_4ae45e8a-931d-40ad-82ec-08c2c9d274e1.jpg?v=1756961343 | https://cdn.shopify.com/s/files/1/0255/8191/2144/files/OCHAIR-G-1051-FT-BR-149246-00_4ae45e8a-931d-40ad-82ec-08c2c9d274e1.jpg?v=1756961343,Artiss leather executive office chair with footrest – premium comfort,"Elevate your workspace with the Artiss leather executive chair. Featuring a reclining back, foldable footrest, and dual padded armrests. Shop now at EasyMart!"
artiss-mesh-office-chair-computer-gaming-desk-chairs-work-study-mid-back,Artiss Mesh Office Chair Computer Gaming Desk Chairs Work Study Mid Back,Artiss,Furniture > Office Furniture > Office Chairs,Chairs,"Brand_Artiss, Color_Black, Color_Grey, Price Range_$1-$100, Type_Computer Chairs, Type_Ergonomic Chairs, Type_Gaming Chairs, Type_Mesh Chairs",,"Mid-back mesh design | Padded seat | Plastic base | Durable armrest | Height adjustment | 360 degree rotatable | Five castor wheels | Brand: Artiss | Materials: Mesh, foam and plastic | Base: Plastic | Colour: Grey, Black","Brand: Artiss | Materials: Mesh, foam and plastic | Base: Plastic | Colour: Grey, Black",Plastic | Fabric | Foam,Black | Grey | Gray,,,,OCHAIR-K-MESH-GY,60.00,https://cdn.shopify.com/s/files/1/0255/8191/2144/files/OCHAIR-K-MESH-GY-120200-00_ea9b6f80-4c51-4558-89fc-51a276d6470a.jpg?v=1756961347,https://cdn.shopify.com/s/files/1/0255/8191/2144/files/OCHAIR-K-MESH-GY-120200-00_ea9b6f80-4c51-4558-89fc-51a276d6470a.jpg?v=1756961347,https://cdn.shopify.com/s/files/1/0255/8191/2144/files/OCHAIR-K-MESH-GY-120200-00_ea9b6f80-4c51-4558-89fc-51a276d6470a.jpg?v=1756961347 | https://cdn.shopify.com/s/files/1/0255/8191/2144/files/OCHAIR-K-MESH-GY-120200-00_ea9b6f80-4c51-4558-89fc-51a276d6470a.jpg?v=1756961347,Artiss mesh office chair – ergonomic mid back design at EasyMart,"Enhance your workspace with the Artiss mesh office chair. Featuring lumbar support, a padded seat, and 360-degree rotation, it’s perfect for work or gaming."
artiss-office-chair-conference-chairs-pu-leather-low-back,Artiss Office Chair Conference Chairs PU Leather Low Back,Artiss,Furniture > Office Furniture > Office Chairs,Chairs,"Brand_Artiss, Color_Black, Color_White, Price Range_$1-$100, Type_Ergonomic Chairs, Type_Event & Conference Chairs",,"Low-back design | PU leather material | Padded seat and back | Metal base | Height adjustment | 360 degrees rotatable | Five castor wheels | Brand: Artiss | Materials: PU Leather | Base: Metal | Colour: White, Black | Weight Capacity: 150kg","Brand: Artiss | Materials: PU Leather | Base: Metal | Colour: White, Black | Weight Capacity: 150kg",Faux Leather | Pu Leather | Leather | Fabric | Metal,Black | White,,,,OCHAIR-K-REPL-WH,76.00,https://cdn.shopify.com/s/files/1/0255/8191/2144/files/OCHAIR-K-REPL-WH-120199-00_ebd1ede0-ad9c-4a49-aa6a-8061452c5e99.jpg?v=1756961349,https://cdn.shopify.com/s/files/1/0255/8191/2144/files/OCHAIR-K-REPL-WH-120199-00_ebd1ede0-ad9c-4a49-aa6a-8061452c5e99.jpg?v=1756961349,https://cdn.shopify.com/s/files/1/0255/8191/2144/files/OCHAIR-K-REPL-WH-120199-00_ebd1ede0-ad9c-4a49-aa6a-8061452c5e99.jpg?v=1756961349 | https://cdn.shopify.com/s/files/1/0255/8191/2144/files/OCHAIR-K-REPL-WH-120199-00_ebd1ede0-ad9c-4a49-aa6a-8061452c5e99.jpg?v=1756961349,Stylish low back Artiss PU leather office conference chair,"Upgrade your seating with the Artiss PU leather office chair. Featuring height adjustment, it’s perfect for any office or home. Shop now at EasyMart!"
artiss-gaming-office-chair-executive-computer-leather-chairs-footrest,Artiss Gaming Office Chair Executive Computer Leather Chairs Footrest,Artiss,Furniture > Office Furniture > Office Chairs,Chairs,"Brand_Artiss, Color_Blue, Color_Grey, Color_Orange, Color_Red, Color_White, Price Range_$101-$200, Type_Executive Chairs, Type_Gaming Chairs",,"High-back design | Full body support | Removable head and lumbar cushion | Premium PVC upholstery | Plywood construction | High-density sponge padding | Padded seat and back | Foam padded armrests | Adjustable angle linkage armrests | 360 degrees rotating seat | Adjustable height with gas lift | Retractable footrest | Stylish metal base | Five dual-wheel castors | Easy to clean | Brand: Artiss | Colour: Red And Black, Blue And Black, Gray And Black, Orange And Black,  Blue And White | Seat material: PVC leather, sponge, and plywood | Frame material: Metal | Maximum weight capacity: 120kg | Overall dimensions: 65cm x 65cm x 116cm-126cm (WxDxH) | Seat dimensions: 36cm x 46cm x 73cm (WxDxH) | Armrest Height: 68cm-78cm | Recline adjustment: 90 to 135 degrees | Swivel: Yes | Adjustable seat height: Yes | Castors included: Yes","Brand: Artiss | Colour: Red And Black, Blue And Black, Gray And Black, Orange And Black,  Blue And White | Seat material: PVC leather, sponge, and plywood | Frame material: Metal | Maximum weight capacity: 120kg | Overall dimensions: 65cm x 65cm x 116cm-126cm (WxDxH) | Seat dimensions: 36cm x 46cm x 73cm (WxDxH) | Armrest Height: 68cm-78cm | Recline adjustment: 90 to 135 degrees | Swivel: Yes | Adjustable seat height: Yes | Castors included: Yes",Plywood | Leather | Metal | Foam,Black | White | Gray | Red | Blue | Orange,65,65,116,OCHAIR-G-R4775-FT-BK-RD,120.00,https://cdn.shopify.com/s/files/1/0255/8191/2144/files/OCHAIR-G-R4775-FT-BK-RD-43466-00.jpg?v=1756961352,https://cdn.shopify.com/s/files/1/0255/8191/2144/files/OCHAIR-G-R4775-FT-BK-RD-43466-00.jpg?v=1756961352,https://cdn.shopify.com/s/files/1/0255/8191/2144/files/OCHAIR-G-R4775-FT-BK-RD-43466-00.jpg?v=1756961352 | https://cdn.shopify.com/s/files/1/0255/8191/2144/files/OCHAIR-G-R4775-FT-BK-RD-43466-00.jpg?v=1756961352,Ultimate Comfortable Artiss Gaming Office Chair with Footrest,"Experience top-tier comfort with the Artiss gaming office chair. Featuring high-density padding, and a flip-up footrest, it's perfect for work or gaming."
artiss-gaming-office-chair-computer-executive-racing-chairs-high-back,Artiss Gaming Office Chair Computer Executive Racing Chairs High Back,Artiss,Furniture > Office Furniture > Office Chairs,Chairs,"Brand_Artiss, Color_Orange, Color_Yellow, Price Range_$101-$200, Type_Executive Chairs, Type_Gaming Chairs",,"High-back design | Full body support | Premium PU &amp; mesh upholstery | Plywood construction | High-density sponge padding | Padded seat and back | PP armrests | 360 degree rotating seat | Tilt adjustment | Adjustable height | Five dual-wheel castors | Brand: Artiss | Colour: Yellow, Orange | Seat material: PU leather, mesh fabric | Frame material: Nylon | Maximum weight capacity: 150kg ` | Adjustable seat height: 12cm | Swivel: Yes | Castors included: Yes","Brand: Artiss | Colour: Yellow, Orange | Seat material: PU leather, mesh fabric | Frame material: Nylon | Maximum weight capacity: 150kg ` | Adjustable seat height: 12cm | Swivel: Yes | Castors included: Yes",Pu Leather | Plywood | Leather | Fabric,Black | Yellow | Orange,,,12,OCHAIR-H-GAME-YE,112.00,https://cdn.shopify.com/s/files/1/0255/8191/2144/files/OCHAIR-H-GAME-YE-120184-00_856554d2-4be6-4225-99ae-f901ae0d20fe.jpg?v=1756961357,https://cdn.shopify.com/s/files/1/0255/8191/2144/files/OCHAIR-H-GAME-YE-120184-00_856554d2-4be6-4225-99ae-f901ae0d20fe.jpg?v=1756961357,https://cdn.shopify.com/s/files/1/0255/8191/2144/files/OCHAIR-H-GAME-YE-120184-00_856554d2-4be6-4225-99ae-f901ae0d20fe.jpg?v=1756961357 | https://cdn.shopify.com/s/files/1/0255/8191/2144/files/OCHAIR-H-GAME-YE-120184-00_856554d2-4be6-4225-99ae-f901ae0d20fe.jpg?v=1756961357,Artiss high back gaming office chair – ergonomic comfort,"Enjoy long hours of gaming or work with the Artiss high back chair. Ergonomic design, breathable mesh, and 360-degree rotation ensure comfort. Shop now at EasyMart!"
artiss-executive-office-chair-mid-back,Artiss Executive Office Chair Mid Back,Artiss,Furniture > Office Furniture > Office Chairs,Chairs,"Brand_Artiss, Color_Black, Color_Brown, Color_Grey, Color_White, Price Range_$1-$100, Price Range_$101-$200, Type_Executive Chairs",,"Contoured seat | High-back design | Premium PU leather upholstery | Solid wooden frame | High-density foam padding | 90 degrees flip-up armrests | 360 degrees rotating seat | Hassle-free height adjustment | Adjustable tilt | Stylish metal base | Brand: Artiss | Colour: Black, White, Brown | Seat material: PU leather and foam | Frame material: Metal and wood | Armrests material: Foam and plastic | Maximum weight capacity: 120kg | Overall dimensions: 67cm x 65cm x 95cm-103cm (WxDxH) | Seat dimensions: 50cm x 48cm x 52cm (WxDxH) | Armrest height: 69cm-77cm | Swivel: Yes | Adjustable seat height: Yes | Tilt tension adjustment: Yes | Recline adjustment: No | Castors included: Yes","Brand: Artiss | Colour: Black, White, Brown | Seat material: PU leather and foam | Frame material: Metal and wood | Armrests material: Foam and plastic | Maximum weight capacity: 120kg | Overall dimensions: 67cm x 65cm x 95cm-103cm (WxDxH) | Seat dimensions: 50cm x 48cm x 52cm (WxDxH) | Armrest height: 69cm-77cm | Swivel: Yes | Adjustable seat height: Yes | Tilt tension adjustment: Yes | Recline adjustment: No | Castors included: Yes",Pu Leather | Plastic | Leather | Wooden | Metal | Wood | Foam,Black | White | Brown,67,65,95,OCHAIR-G-7023-BK,106.00,https://cdn.shopify.com/s/files/1/0255/8191/2144/files/OCHAIR-G-7023-BK-53219-00_fa0d62f1-e794-4df5-9e6c-a9eea95328eb.jpg?v=1756961359,https://cdn.shopify.com/s/files/1/0255/8191/2144/files/OCHAIR-G-7023-BK-53219-00_fa0d62f1-e794-4df5-9e6c-a9eea95328eb.jpg?v=1756961359,https://cdn.shopify.com/s/files/1/0255/8191/2144/files/OCHAIR-G-7023-BK-53219-00_fa0d62f1-e794-4df5-9e6c-a9eea95328eb.jpg?v=1756961359 | https://cdn.shopify.com/s/files/1/0255/8191/2144/files/OCHAIR-G-7023-BK-53219-00_fa0d62f1-e794-4df5-9e6c-a9eea95328eb.jpg?v=1756961359,Artiss executive office chair mid back – stylish comfort at EasyMart,"Discover the Artiss mid back office chair for ultimate comfort and style. With PU leather, adjustable height, and swivel design. Shop now at EasyMart!"
artiss-standing-desk-motorised-electric-dual-motor-120cm-rustic-brown,Artiss Standing Desk Motorised Electric Dual Motor 120CM Rustic Brown,Artiss,Furniture > Office Furniture > Desks,Desks,"Brand_Artiss, Color_Brown, Price Range_$301-$400, Type_Office Desks, Type_Sit Stand Desk",,Motorised height-adjustable frame | Dual motors | High-quality metal frame | Digital control panel | Save up to 2 preset heights | Sit/stand reminder mechanism | Smooth and ultra-quiet operation | Stepless adjustable frame length | Compatible with 120cm to 170cm length and 60cm to 90cm width desktops | Brand: Artiss | Material: Metal | Desktop Colour: Rustic Brown | Frame Colour: White | Material: Particle board | Overall dimensions: 120cm x 60cm | Max speed: 25mm/s | Max. load: 125kg | Adjustable Height: 69cm-117cm | Adjustable frame length: 100cm to 150cm | Frame width: 60cm | Foot length: 60cm | Input voltage: 240V/50Hz | Power plug: Australian standard | Control panel cable length: 150cm | Adaptor cable length: 180cm,Brand: Artiss | Material: Metal | Desktop Colour: Rustic Brown | Frame Colour: White | Material: Particle board | Overall dimensions: 120cm x 60cm | Max speed: 25mm/s | Max. load: 125kg | Adjustable Height: 69cm-117cm | Adjustable frame length: 100cm to 150cm | Frame width: 60cm | Foot length: 60cm | Input voltage: 240V/50Hz | Power plug: Australian standard | Control panel cable length: 150cm | Adaptor cable length: 180cm,Particle Board | Wooden | Metal,White | Brown | Rustic,100,60,69,HASD-B-M10-WHDF-RBDB-120,360.00,https://cdn.shopify.com/s/files/1/0255/8191/2144/files/HASD-B-M10-WHDF-RBDB-120-65530-00.jpg?v=1756961372,https://cdn.shopify.com/s/files/1/0255/8191/2144/files/HASD-B-M10-WHDF-RBDB-120-65530-00.jpg?v=1756961372,https://cdn.shopify.com/s/files/1/0255/8191/2144/files/HASD-B-M10-WHDF-RBDB-120-65530-00.jpg?v=1756961372 | https://cdn.shopify.com/s/files/1/0255/8191/2144/files/HASD-B-M10-WHDF-RBDB-120-65530-00.jpg?v=1756961372,Rustic Brown Dual Motor Standing Desk | EasyMart,"Upgrade your workspace with the Artiss Motorised Standing Desk. Dual motor, height adjustable, and quiet. Boost productivity and health! Shop now at EasyMart
"
artiss-standing-desk-motorised-sit-stand-desks-white-oak-120cm,Artiss Standing Desk Motorised Sit Stand Desks White Oak 120CM,Artiss,Furniture > Office Furniture > Desks,Desks,"Brand_Artiss, Color_Oak, Color_White, Price Range_$201-$300, Type_Office Desks, Type_Sit Stand Desk",,Motorised height-adjustable frame | High-quality powder-coated metal frame | Easy-to-use control panel | Stepless adjustable frame length | Smooth and ultra-quiet operation | Adjustable height rubber foot pads | Ideal for work or home office | Compatible with 100cm to 160cm length and 50cm to 80cm width desktops | Matching desktops available in-store | Brand: Artiss | Desktop Colour: Oak | Frame colour: White | Max speed: 25mm/s | Max. load: 70kg | Height: 70cm- 120cm | Overall dimensions: 120cm x 60cm | Frame length: 85cm-130cm | Frame width: 48cm | Foot length: 65cm | Input voltage: 240V/50Hz | Power plug: Australian standard | Control panel cable length: 1.5m | Power cord length: 3m,Brand: Artiss | Desktop Colour: Oak | Frame colour: White | Max speed: 25mm/s | Max. load: 70kg | Height: 70cm- 120cm | Overall dimensions: 120cm x 60cm | Frame length: 85cm-130cm | Frame width: 48cm | Foot length: 65cm | Input voltage: 240V/50Hz | Power plug: Australian standard | Control panel cable length: 1.5m | Power cord length: 3m,Particle Board | Rubber | Metal | Oak,White | Oak,85,48,70,HASD-114G-WHDF-NTDB-120,285.00,https://cdn.shopify.com/s/files/1/0255/8191/2144/files/HASD-114G-WHDF-NTDB-120-66849-00.jpg?v=1756961374,https://cdn.shopify.com/s/files/1/0255/8191/2144/files/HASD-114G-WHDF-NTDB-120-66849-00.jpg?v=1756961374,https://cdn.shopify.com/s/files/1/0255/8191/2144/files/HASD-114G-WHDF-NTDB-120-66849-00.jpg?v=1756961374 | https://cdn.shopify.com/s/files/1/0255/8191/2144/files/HASD-114G-WHDF-NTDB-120-66849-00.jpg?v=1756961374,White Oak Artiss Motorised Sit Stand Desk 120CM | EasyMart,"Boost comfort and efficiency with the Artiss White Oak Sit Stand Desk. Motorised, height adjustable, and scratch-resistant. Perfect for home or office. Shop Now!"
artiss-gaming-desks-standing-desk-motorised-140cm-black,Artiss Gaming Desks Standing Desk Motorised 140CM Black,Artiss,Furniture > Office Furniture > Desks,Desks,"Brand_Artiss, Color_Black, Price Range_$301-$400, Type_Computer Desks, Type_Office Desks, Type_Study Desks",,"Motorised height setting | High quality powder coated metal frame and components | Easy-to-use control panel | RGB LED strip lighting effect | Smooth and ultra-quiet operation | USB &amp; Type-C charger | Cup holder | Headphone hook | Adjustable foot pad | Rounded corners | Smooth edges | Ideal for work or home office | Contemporary design | Bonus full coverage mouse pad | Brand: Artiss | Colour: Black | Motor type: Single motor | Input voltage: 240V/50Hz | Power plug: Australian Standard | Max. speed: 25mm/s | Material: Particle Board, Steel | Overall dimension: 140cm x 60cm x 73-121cm | Tabletop Size: 140cm x 60cm | Tabletop Thickness: 18mm | Weight Capacity: 60kg | Height Range: 73~121cm | Adjustable Feet Pad: Yes | Power Input: 100~240V | Power Cord Length: 3m","Brand: Artiss | Colour: Black | Motor type: Single motor | Input voltage: 240V/50Hz | Power plug: Australian Standard | Max. speed: 25mm/s | Material: Particle Board, Steel | Overall dimension: 140cm x 60cm x 73-121cm | Tabletop Size: 140cm x 60cm | Tabletop Thickness: 18mm | Weight Capacity: 60kg | Height Range: 73~121cm | Adjustable Feet Pad: Yes | Power Input: 100~240V",Particle Board | Steel | Metal,Black,3,,50,HASD-B-GMD06-BK,276.00,https://cdn.shopify.com/s/files/1/0255/8191/2144/files/HASD-B-GMD06-BK-69151-00.jpg?v=1756961375,https://cdn.shopify.com/s/files/1/0255/8191/2144/files/HASD-B-GMD06-BK-69151-00.jpg?v=1756961375,https://cdn.shopify.com/s/files/1/0255/8191/2144/files/HASD-B-GMD06-BK-69151-00.jpg?v=1756961375 | https://cdn.shopify.com/s/files/1/0255/8191/2144/files/HASD-B-GMD06-BK-69151-00.jpg?v=1756961375,Motorised Gaming Desk 140CM with RGB LED light| EasyMart,"Upgrade your setup with the Artiss 140CM Motorised Gaming Desk. Adjustable height, RGB LED, USB chargers, and more for comfort and style. Shop now at EasyMart!"
artiss-corner-computer-desk-office-study-desks-table-l-shape-drawers-tables,Artiss Corner Computer Desk Office Study Desks Table L-Shape Drawers Tables,Artiss,Furniture > Office Furniture > Desks,Desks,"Brand_Artiss, Color_White, Price Range_$201-$300, Type_ L Shaped Desk, Type_Computer Desks, Type_Corner Desks, Type_Study Desks",,"Storage cabinet | Adjustable storage shelf | Two drawers | Open cubby space | Cable management | Stain silver hardware | Saves space | Fits in corners | Safe and smooth edges | Sturdy and durable construction | Convenient and practical design | Brand: Artiss | Material: 15mm thick particle board, MDF | Finish: Melamine | Overall dimensions: 150cm x 150cm x 75cm | Desktop weight capacity: 90kg | Drawer weight capacity: 10kg | Colour: White","Brand: Artiss | Material: 15mm thick particle board, MDF | Finish: Melamine | Overall dimensions: 150cm x 150cm x 75cm | Desktop weight capacity: 90kg | Drawer weight capacity: 10kg | Colour: White",Particle Board | Melamine | Mdf,White | Silver,150,150,75,FURNI-Q-DESK-L-WH-ABC,209.00,https://cdn.shopify.com/s/files/1/0255/8191/2144/files/FURNI-Q-DESK-L-WH-ABC-91821-00.jpg?v=1756961378,https://cdn.shopify.com/s/files/1/0255/8191/2144/files/FURNI-Q-DESK-L-WH-ABC-91821-00.jpg?v=1756961378,https://cdn.shopify.com/s/files/1/0255/8191/2144/files/FURNI-Q-DESK-L-WH-ABC-91821-00.jpg?v=1756961378 | https://cdn.shopify.com/s/files/1/0255/8191/2144/files/FURNI-Q-DESK-L-WH-ABC-91821-00.jpg?v=1756961378,L-Shaped Corner Computer Desk with Drawers | EasyMart,"Maximize space with the Artiss L-Shaped Desk. Features drawers, storage, and sleek design for a stylish and efficient workspace. Shop now at EasyMart!"
artiss-computer-desk-drawer-shelf-home-office-study-table-rattan-oak-120cm,Artiss Computer Desk Drawer Shelf Home Office Study Table Rattan Oak,Artiss,Furniture > Office Furniture > Desks,Desks,"Brand_Artiss, Color_Oak, Price Range_$101-$200, Type_Computer Desks, Type_Study Desks",,"Compact and practical | 3 drawers design | Genuine natural rattan design | 3-tier open shelves | Anti-rust metal runners | Smooth handles | Anti-slip base | Easy assembly | Brand: Artiss | Colour: Light Wood | Material: Particle board, rattan | Overall dimensions: 120cm x 48cm x 75.5cm | Weight capacity: 50kg | Drawers weight capacity: 10kg per drawer | Shelves weight capacity: 10kg per tier","Brand: Artiss | Colour: Light Wood | Material: Particle board, rattan | Overall dimensions: 120cm x 48cm x 75.5cm | Weight capacity: 50kg | Drawers weight capacity: 10kg per drawer | Shelves weight capacity: 10kg per tier",Particle Board | Melamine | Rattan | Metal | Wood | Oak,Natural | Oak,120,48,75.5,FURNI-G-RAT-DESK-WD,131.00,https://cdn.shopify.com/s/files/1/0255/8191/2144/files/FURNI-G-RAT-DESK-WD-139388-00.jpg?v=1756961383,https://cdn.shopify.com/s/files/1/0255/8191/2144/files/FURNI-G-RAT-DESK-WD-139388-00.jpg?v=1756961383,https://cdn.shopify.com/s/files/1/0255/8191/2144/files/FURNI-G-RAT-DESK-WD-139388-00.jpg?v=1756961383 | https://cdn.shopify.com/s/files/1/0255/8191/2144/files/FURNI-G-RAT-DESK-WD-139388-00.jpg?v=1756961383,Stylish Artiss Computer Desk with Drawer Shelf - Buy Now!,"Enhance your home office with the Artiss Computer Desk in Rattan Oak. Stylish design, ample storage, and easy-to-clean surface. Shop now at EasyMart!"
